sender_bank,sender_account,transaction_count,total_sent,unique_receivers,first_txn,last_txn,laundering_count,laundering_rate,total_received,fan_out,fan_in,active_days,txn_percentile,fan_out_percentile,fan_in_percentile,risk_score,risk_category,sent_percentile,risk_driver,txn_log,sent_log
235509,80D90E920,1,63115.92,1,2022-09-01 00:15:00,2022-09-01 00:15:00,0,0.0,101657.88,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,34.04729184565764,Low,0.6632085778844625,Normal,0.6931471805599453,11.052744158384964
348811,811EC29E0,2,1011.76,1,2022-09-02 22:14:00,2022-09-09 02:38:00,0,0.0,0.0,1,0.0,7,0.4665613009281709,0.2889402191956121,0.0950193058738548,28.62789965372164,Low,0.2432972702158354,Normal,1.0986122886681096,6.92043455613921
11904,809464BF0,2,1470.2199999999998,2,2022-09-01 23:55:00,2022-09-02 15:48:00,0,0.0,1549.4699999999998,2,2.0,1,0.4665613009281709,0.6908142672319261,0.5849921227205689,46.53272944211155,Low,0.2771896925345926,Normal,1.0986122886681096,7.293847267542461
21550,8014F2510,19,773683.54,3,2022-09-01 00:26:00,2022-09-09 23:45:00,0,0.0,23.25,3,1.0,9,0.8439725230835474,0.8483990913462602,0.3461264509586538,68.71653162280005,Medium,0.8517079511226381,Normal,2.995732273553991,13.558919498432774
117070,806DB8CF0,2,143592.29,1,2022-09-01 00:03:00,2022-09-01 20:33:00,0,0.0,143592.29,1,1.0,1,0.4665613009281709,0.2889402191956121,0.3461264509586538,39.72214229807304,Low,0.7318063014211296,Normal,1.0986122886681096,11.87474020748502
315677,813AE8660,3,807.0,2,2022-09-01 00:02:00,2022-09-09 10:18:00,0,0.0,0.0,2,0.0,9,0.6697196573836165,0.6908142672319261,0.0950193058738548,45.46384902182902,Low,0.2218676496330978,Normal,1.3862943611198906,6.694562058521095
3420,8064EE0E0,80,1086065.39,4,2022-09-01 00:32:00,2022-09-10 16:03:00,0,0.0,532934.69,4,3.0,10,0.9849235109124967,0.9117784945241338,0.7664633128034463,81.81364047010156,High,0.869993702200608,High Activity,4.394449154672439,13.89807291020418
33296,8057E6460,1,2629.48,1,2022-09-01 00:06:00,2022-09-01 00:06:00,0,0.0,2629.48,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,22.758773156485223,Low,0.3309775271177608,Normal,0.6931471805599453,7.87492161802468
22736,801889D00,2,4094.99,1,2022-09-01 16:39:00,2022-09-01 23:51:00,0,0.0,4095.03,1,2.0,1,0.4665613009281709,0.2889402191956121,0.5849921227205689,38.02517711303242,Low,0.3798096173231737,Normal,1.0986122886681096,8.317763725310114
28693,810D06E30,1,1061.98,1,2022-09-01 22:22:00,2022-09-01 22:22:00,0,0.0,6421.52,1,2.0,1,0.1536773715842486,0.2889402191956121,0.5849921227205689,25.09334525823996,Low,0.2477499954728279,Normal,0.6931471805599453,6.968831563489503
243614,810934360,1,110022.32,1,2022-09-01 03:50:00,2022-09-01 03:50:00,0,0.0,150628.67,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,34.74978822895016,Low,0.710041670103964,Normal,0.6931471805599453,11.608447622305729
14433,810AC0710,3,5052.06,2,2022-09-01 00:16:00,2022-09-01 00:22:00,0,0.0,12640.39,2,2.0,1,0.6697196573836165,0.6908142672319261,0.5849921227205689,55.56677679431951,Low,0.4054233509524164,Normal,1.3862943611198906,8.52774927935559
333330,80C5E51C0,1,58957.14,1,2022-09-01 04:00:00,2022-09-01 04:00:00,0,0.0,58957.14,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,27.65483431556201,Low,0.6573816043895461,Normal,0.6931471805599453,10.98458297955421
6075,810745640,22,207153.93,2,2022-09-01 00:05:00,2022-09-10 19:18:00,0,0.0,131316.98,2,2.0,10,0.8677089893541033,0.6908142672319261,0.5849921227205689,67.82512640870505,Medium,0.7606715506469832,Normal,3.1354942159291497,12.24122224640169
337029,80D8938A0,1,18988.67,1,2022-09-01 00:27:00,2022-09-01 00:27:00,0,0.0,18988.67,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,25.94054515200232,Low,0.5430956601522338,Normal,0.6931471805599453,9.8516504260882
215897,808FBFC50,1,62975.89,1,2022-09-01 10:50:00,2022-09-01 10:50:00,0,0.0,107706.61,1,5.0,1,0.1536773715842486,0.2889402191956121,0.9618067641987208,36.97469713218739,Low,0.6630254789245049,Fan-In,0.6931471805599453,11.05052311267995
17222,803997740,22,213451.18,2,2022-09-01 02:48:00,2022-09-10 20:20:00,0,0.0,275832.9,2,4.0,10,0.8677089893541033,0.6908142672319261,0.9065179205591964,72.68229915955565,Medium,0.7629572695317295,Normal,3.1354942159291497,12.27116810529863
11157,806E90EB0,1,71.76,1,2022-09-01 10:28:00,2022-09-01 10:28:00,0,0.0,339.71,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,25.282354692866587,Low,0.078879434365059,Normal,0.6931471805599453,4.287166353649922
13862,80EBEC300,2,15766.41,1,2022-09-01 00:18:00,2022-09-01 00:20:00,0,0.0,15766.41,1,1.0,1,0.4665613009281709,0.2889402191956121,0.3461264509586538,36.60925877114441,Low,0.5242807329592213,Normal,1.0986122886681096,9.665700430577962
346238,8112057B0,2,2846.56,1,2022-09-02 16:22:00,2022-09-09 10:52:00,0,0.0,0.0,1,0.0,7,0.4665613009281709,0.2889402191956121,0.0950193058738548,30.06154941961654,Low,0.3388739212754955,Normal,1.0986122886681096,7.954217766214358
18067,8114B5840,1,245935.3,1,2022-09-01 00:04:00,2022-09-01 00:04:00,0,0.0,1700495.27,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,35.70396519912515,Low,0.77365346811563,Normal,0.6931471805599453,12.412827838293518
23146,80BC725E0,1,47.92,1,2022-09-01 15:11:00,2022-09-01 15:11:00,0,0.0,47.92,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,18.862341775335565,Low,0.0712154350411167,Normal,0.6931471805599453,3.890186310818972
139298,80F4D1C20,2,1164657.64,1,2022-09-01 01:29:00,2022-09-01 22:12:00,0,0.0,1332793.9800000002,1,3.0,1,0.4665613009281709,0.2889402191956121,0.7664633128034463,48.14962404350914,Low,0.8733015559387444,Normal,1.0986122886681096,13.96793858916974
39957,8117639C0,1,57831.49,1,2022-09-01 21:02:00,2022-09-01 21:02:00,0,0.0,57831.49,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,27.629421789581063,Low,0.6556874359908169,Normal,0.6931471805599453,10.965306007462056
227250,809DEB540,2,2246.21,2,2022-09-01 13:38:00,2022-09-06 13:31:00,0,0.0,434.65,2,1.0,5,0.4665613009281709,0.6908142672319261,0.3461264509586538,43.52360869941388,Low,0.3154473147833295,Normal,1.0986122886681096,7.717444725762332
328875,80A80BFD0,1,4663.77,1,2022-09-01 00:19:00,2022-09-01 00:19:00,0,0.0,0.0,1,0.0,1,0.1536773715842486,0.2889402191956121,0.0950193058738548,19.96250495473834,Low,0.3956667920861008,Normal,0.6931471805599453,8.44779380874338
4766,8027597E0,8,20440.0,2,2022-09-01 00:17:00,2022-09-09 02:32:00,0,0.0,3268.19,2,2.0,9,0.7709804245078964,0.6908142672319261,0.5849921227205689,61.28820178712634,Low,0.5505765605162184,Normal,2.19722457733622,9.925297966799976
14325,807CA8550,5,4434208.970000001,2,2022-09-01 00:05:00,2022-09-01 19:16:00,0,0.0,80827.0,2,2.0,1,0.7475437576333152,0.6908142672319261,0.5849921227205689,66.13681315254155,Low,0.928502874251256,Normal,1.791759469228055,15.304860022570356
13083,802B2BEB0,2,570749.8500000001,1,2022-09-01 02:15:00,2022-09-01 18:49:00,0,0.0,571218.73,1,2.0,1,0.4665613009281709,0.2889402191956121,0.5849921227205689,44.829184766971366,Low,0.8334101275857698,Normal,1.0986122886681096,13.25470805365944
213952,808ADD060,1,79.53,1,2022-09-06 07:41:00,2022-09-06 07:41:00,0,0.0,0.0,1,0.0,1,0.1536773715842486,0.2889402191956121,0.0950193058738548,15.249462272559905,Low,0.0814639466075384,Normal,0.6931471805599453,4.388629785807454
24922,809599A60,38,23958.86,9,2022-09-01 00:12:00,2022-09-10 00:14:00,0,0.0,260210.0,9,1.0,10,0.9311698816295404,0.984577433757412,0.3461264509586538,70.90458934525019,Medium,0.5671540586600778,Fan-Out,3.6635616461296463,10.084135209140529
11318,81181DBE0,1,3408.0,1,2022-09-01 00:03:00,2022-09-01 00:03:00,0,0.0,3408.0,1,1.0,1,0.1536773715842486,0.2889402191956121,0.3461264509586538,23.16644500290745,Low,0.3581556502125759,Normal,0.6931471805599453,8.134174272137903
327788,80A1D1FA0,1,5146.43,1,2022-09-01 13:10:00,2022-09-01 13:10:00,0,0.0,0.0,1,0.0,1,0.1536773715842486,0.2889402191956121,0.0950193058738548,20.13965319849738,Low,0.4074766750033702,Normal,0.6931471805599453,8.546252839975095
111443,80BD8EAA0,1,898784.88,1,2022-09-01 19:44:00,2022-09-01 19:44:00,0,0.0,913905.11,1,3.0,1,0.1536773715842486,0.2889402191956121,0.7664633128034463,36.999158952030086,Low,0.8599997183092923,Normal,0.6931471805599453,13.708800109334575
10,801794CA0,21,19639.78,2,2022-09-01 00:11:00,2022-09-10 13:22:00,0,0.0,47219.27,2,3.0,10,0.8559463902341856,0.6908142672319261,0.7664633128034463,66.9239274123288,Low,0.5465664920854971,Normal,3.091042453358316,9.88536329598746
